group,part_number,core_part_number,alt_part_number,description,price,manufacturer,notes
MORRISON,305XPA1100AKEVR,,,4 Inch CARB EVR Approved Aluminum Tank Monitor Cap And Brass Adapter Combination Kit With 1/2 Inch Threaded Port Hole,112.13,Morrison Brothers Company,
MORRISON,305XPU01052G,,,Replacement 4 Inch Gasket For 305C Series Cap,10.5,Morrison Brothers Company,
OPW,206011-KIT,,,5 Gallon Secondary Bucket Replacement for Electronic Sensor on Edge Spill Container,714,OPW Fueling Components,
OPW,634B-SS25,,,2-1/2 Inch Stainless Steel Kamlok Dust Cap Twin Kam Buna,82.94,OPW Engineered Systems,
OPW,1-21CC,,,1-2100 Series Cast Iron Manhole Cover With Seal,129.8,OPW Fueling Components,
OPW,101BG-21LA,,,Opw Red Lever And Crossarm Assembly,79.8,OPW Fueling Components,
OPW,101BG-BUCKET,,,5 Gallon Replacement Spill Container,546,OPW Fueling Components,
OPW,101BG-COVER,,,Replacement Lid For 101Bg Manhole And 104C-2000 Manhole,206.85,OPW Fueling Components,
OPW,101BG-LATCH,,,Latch Kit: Yoke Cotter Pin And Spring,42,OPW Fueling Components,
OPW,104A-0800,,,8 Inch 104 Series Round Lay-In Cast Iron Manhole With Cast Iron Ring and 11-1/4 Inch Tall Galvanized Steel Skirt,60.44,OPW Fueling Components,
OPW,104A-1800WT,,,18 Inch 104 Series Round Bolt-Down Watertight Cast Iron Manhole With Cast Iron Ring and 11-1/4 Inch Tall Galvanized Steel Skirt,199.79,OPW Fueling Components,
OPW,104A-1819WT,,,18 Inch 104 Series Round Bolt-Down Watertight Cast Iron Manhole With Cast Iron Ring and 19-1/4 Inch Tall Galvanized Steel Skirt,227.09,OPW Fueling Components,
OPW,106F-KIT,,,Underground Tank Identification Marker Kit With Epoxy,28.08,OPW Fueling Components,
OPW,10P-0152,,,1-1/2 Inch Female NPT 10 Plus Series Double-Poppet Emergency Shut-Off Shear Valve,161,OPW Fueling Components,
OPW,10RFTP-5751,,,1-1/2 Inch Female NPT Replacement Shear Top For Double-Poppet Valve,84.85,OPW Fueling Components,
OPW,10RPLUS-0152,,,1-1/2 Inch Female NPT Replacement Shear Top For Double-Poppet 10 Plus 10P-0152 Valve,178.5,OPW Fueling Components,
OPW,116-7085,,,4 Inch Threaded Pipe Cap Duratuff With Nitrile Seal,33.81,OPW Fueling Components,
OPW,11B-0100,,,"11B Series Green B5 Diesel Pressure-Sensing Automatic Prepay Nozzle With 3/4 Inch NPT Inlet, 2-Piece Hand Insulator, Aluminum Spout, And 2-Position Hold-Open Rack UL2586 Listed",48.37,OPW Fueling Components,
OPW,11B-0400,,,"11B Series Black B5 Diesel Pressure-Sensing Automatic Prepay Nozzle With 3/4 Inch NPT Inlet, 2-Piece Hand Insulator, Aluminum Spout, And 2-Position Hold-Open Rack UL2586 Listed",52.17,OPW Fueling Components,BP Stations Only
OPW,11BP-0100,,,"11BP Series Green E10 Unleaded Pressure-Sensing Automatic Prepay Nozzle With 3/4 Inch NPT Inlet, 2-Piece Hand Insulator, Aluminum Spout, And 2-Position Hold-Open Rack UL2586 Listed",52.17,OPW Fueling Components,BP Stations Only
OPW,11BP-0400,,,"11BP Series Black E10 Unleaded Pressure-Sensing Automatic Prepay Nozzle With 3/4 Inch NPT Inlet, 2-Piece Hand Insulator, Aluminum Spout, And 2-Position Hold-Open Rack UL-2586 Listed",48.37,OPW Fueling Components,
OPW,11BP-0992-E85,,,"11BP Series Yellow E85 Ethanol Unleaded Pressure-Sensing Automatic Prepay Nozzle With 3/4 Inch NPT Inlet, 2-Piece Hand Insulator, Nickel-Plated Spout, And 2-Position Hold-Open Rack UL2586 Listed",185.85,OPW Fueling Components,
OPW,12VW-0100,,,12VW Series Green E10 Unleaded Vac-Assist Vapor Recovery Nozzle For Gilbarco VaporVac And Wayne WayneVac With M34 Inlet Aluminum Spout With Stainless Tip 2-Piece Hand Insulator Vapor Escape Guard And Hold-Open Rack. UL/ULC And CARB Certified.,147.74,OPW Fueling Components,BP Stations Only
OPW,12VW-0400,,,12VW Series Black E10 Unleaded Vac-Assist Vapor Recovery Nozzle For Gilbarco VaporVac And Wayne WayneVac With M34 Inlet Aluminum Spout With Stainless Tip 2-Piece Hand Insulator Vapor Escape Guard And Hold-Open Rack. UL/ULC And CARB Certified.,153.98,OPW Fueling Components,
OPW,14E-0100,,,"14E Series Green ECO Enhanced Dripless Conventional E10 Unleaded Gasoline Nozzle With Interlock, 3/4 Inch Inlet, 2-Piece Hand Insulator, Aluminum Spout With Stainless Tip/Teflon-Coated Inside, And Hold-Open Rack. UL/ULC Listed And CARB Certified.",201.6,OPW Fueling Components,
OPW,14E-0100,,,"14E Series Green ECO Enhanced Dripless Conventional E10 Unleaded Gasoline Nozzle With Interlock, 3/4 Inch Inlet, 2-Piece Hand Insulator, Aluminum Spout With Stainless Tip/Teflon-Coated Inside, And Hold-Open Rack. UL/ULC Listed And CARB Certified.",201.6,OPW Fueling Components,
OPW,14E-0400,,,14E Series Black ECO Enhanced Dripless Conventional E10 Unleaded Gasoline Nozzle With Interlock 3/4 Inch Inlet 2-Piece Hand Insulator Aluminum Spout With Stainless Tip/Teflon-Coated Inside And Hold-Open Rack. UL/ULC Listed And CARB Certified.,200.56,OPW Fueling Components,
OPW,1672AN-SS20,,,2 Inch Kamvalok X 2 Inch Female NPT Poppeted Remote Fill Adapter Stainless Steel With Flurocarbon Seals,598.12,OPW Fueling Components,
OPW,1711LPC-0300,,,3 Inch Cap Vapor Recovery Low Profile (E85 Approved),74.55,OPW Fueling Components,
OPW,1711T-7085-EVR,,,3 Inch Orange CARB EVR Vapor Recovery Adapter Cap ( E85 Approved),27.36,OPW Fueling Components,
OPW,1DK-2100-EVR,,,Drain Valve Kit For Edge Spill Bucket,58.8,OPW Fueling Components,
OPW,1DP-2100,,,Replacement Drain Plug Kit For 1-2100 And 3100 Series Manholes,32.55,OPW Fueling Components,
OPW,1PPK-2100,,,Hand Pump With Plug For 2100 Series Manholes,108.15,OPW Fueling Components,
OPW,1TAG-API-BD100,,,On-Road B100/99.9 Biodiesel Spill Container Cover Adhesive ID Tag API Color-Coded Yellow With Black B20 Text,10.37,OPW Fueling Components,
OPW,1TAG-API-BD20,,,On-Road B20 Biodiesel Spill Container Cover Adhesive ID Tag API Color-Coded Yellow With Black B20 Text,10.37,OPW Fueling Components,
OPW,1TAG-API-BD20T,,,On-Road B20 Biodiesel Spill Container Internal Hanging ID Tag API Color-Coded Yellow With Black B20 On-Road ULSD 20 Percent Biodiesel Text,10.37,OPW Fueling Components,
OPW,1TAG-API-BD5,,,On-Road Diesel / Up To 5 Percent Biodiesel Spill Container Cover Adhesive ID Tag API Color-Coded Yellow,10.37,OPW Fueling Components,
OPW,1TAG-API-BD5T,,,On-Road Diesel / Up To 5 Percent Biodiesel Spill Container Internal Hanging ID Tag API Color-Coded Yellow With Black B5 On-Road ULSD Up To 5 Percent Biodiesel Text,10.53,OPW Fueling Components,
OPW,1TAG-API-DEF,,,Diesel Exhaust Fluid Spill Container Cover Adhesive ID Tag API Color-Coded Dark Blue,10.37,OPW Fueling Components,
OPW,1TAG-API-DEFT,,,"Diesel Exhaust Fluid Spill Container Internal Hanging ID Tag API Color-Coded Dark Blue With White Diesel Exhaust Fluid AUS32, ARLA32 Text",10.37,OPW Fueling Components,
OPW,1TAG-API-E15,,,E15 Spill Container Cover Adhesive ID Tag API Color-Coded Copper With Black 15,10.37,OPW Fueling Components,
OPW,1TAG-API-E15T,,,E15 Spill Container Internal Hanging ID Tag API Color-Coded Copper With Black E15 Blended Ethanol Text,10.37,OPW Fueling Components,
OPW,1TAG-API-E25,,,E25 Spill Container Cover Adhesive ID Tag API Color-Coded Copper With Black E25 Text,10.37,OPW Fueling Components,
OPW,1TAG-API-E25T,,,E25 Spill Container Internal Hanging ID Tag API Color-Coded Copper With Black E25 Blended Ethanol Text,10.37,OPW Fueling Components,
OPW,1TAG-API-E85,,,E85 Spill Container Cover Adhesive ID Tag API Color-Coded Copper With Black E85 Text,10.37,OPW Fueling Components,
OPW,1TAG-API-E85T,,,E85 Spill Container Internal Hanging ID Tag API Color-Coded Copper With Black E85 Blended Ethanol Text,10.37,OPW Fueling Components,
OPW,1TAG-API-Kero,,,Kerosene Spill Container Cover Adhesive ID Tag API Color-Coded Brown,11.6,OPW Fueling Components,
OPW,1TAG-API-KeroT,,,Kerosene Spill Container Internal Hanging ID Tag API Color-Coded Brown With White Kerosene Text,11.6,OPW Fueling Components,
OPW,1TAG-API-MG0,,,E0 Midgrade Spill Container Cover Adhesive ID Tag API Color-Coded Blue With White 0,10.37,OPW Fueling Components,
OPW,1TAG-API-MG0T,,,E0 Midgrade Spill Container Internal Hanging ID Tag API Color-Coded Blue With White 0 Midgrade EO Gasoline Text,10.37,OPW Fueling Components,
OPW,1TAG-API-MG10,,,E10 Midgrade Spill Container Cover Adhesive ID Tag API Color-Coded Blue,10.37,OPW Fueling Components,
OPW,1TAG-API-MG10T,,,E10 Midgrade Spill Container Internal Hanging ID Tag API Color-Coded Blue With White E1O Midgrade Gasoline Text,10.37,OPW Fueling Components,
OPW,1TAG-API-MW,,,Monitoring Well Spill Container Cover Adhesive ID Tag API Color-Coded White With Black Triangle,10.37,OPW Fueling Components,
OPW,1TAG-API-MWT,,,Monitoring Well Spill Container Internal Hanging ID Tag API Color-Coded White With Black Triangle And Black Observation/Monitoring Well Text,11.6,OPW Fueling Components,
OPW,1TAG-API-OFF,,,Off-Road Diesel / Up To 5 Percent Biodiesel Spill Container Cover Adhesive ID Tag API Color-Coded Yellow With Red OFF Text,11.6,OPW Fueling Components,
OPW,1TAG-API-OFFB5,,,Off-Road B5 Biodiesel Spill Container Cover Adhesive ID Tag API Color-Coded Yellow With Red OFF Text And Black B5 Text,11.6,OPW Fueling Components,
OPW,1TAG-API-OFFB5T,,,Off-Road B5 Biodiesel Spill Container Internal Hanging ID Tag API Color-Coded Yellow With Red OFF Text And Black B5 Off-Road Dyed Red 5 Percent Biodiesel Text,11.6,OPW Fueling Components,
OPW,1TAG-API-OFFT,,,Off-Road Diesel / Up To 5 Percent Biodiesel Spill Container Internal Hanging ID Tag API Color-Coded Yellow With Red OFF Text And Black B5 Off-Road Dyed Red 5 Percent Biodiesel Text,11.6,OPW Fueling Components,
OPW,1TAG-API-PG0,,,E0 Premium Spill Container Cover Adhesive ID Tag API Color-Coded Red With White 0,10.37,OPW Fueling Components,
OPW,1TAG-API-PG0T,,,E0 Premium Spill Container Internal Hanging ID Tag API Color-Coded Red With White 0 Premium EO Gasoline Text,10.37,OPW Fueling Components,
OPW,1TAG-API-PG10,,,E10 Premium Spill Container Cover Adhesive ID Tag API Color-Coded Red,10.37,OPW Fueling Components,
OPW,1TAG-API-PG10T,,,E10 Premium Spill Container Internal Hanging ID Tag API Color-Coded Red With White E1O Premium Gasoline Text,10.53,OPW Fueling Components,
OPW,1TAG-API-RF0,,,E0 Racing Fuel Spill Container Cover Adhesive ID Tag API Color-Coded Pink With White 0,11.6,OPW Fueling Components,
OPW,1TAG-API-RF0T,,,E0 Racing Fuel Spill Container Internal Hanging ID Tag API Color-Coded Pink With Black 0 Regular Racing Fuel Text,11.6,OPW Fueling Components,
OPW,1TAG-API-RF10,,,E10 Racing Fuel Spill Container Cover Adhesive ID Tag API Color-Coded Pink,11.6,OPW Fueling Components,
OPW,1TAG-API-RF10T,,,E10 Racing Fuel Spill Container Internal Hanging ID Tag API Color-Coded Pink With Black E10 Racing Fuel Text,11.6,OPW Fueling Components,
OPW,1TAG-API-RG0,,,E0 Regular Gasoline Spill Container Cover Adhesive ID Tag API Color-Coded White With Black 0,10.37,OPW Fueling Components,
OPW,1TAG-API-RG0T,,,E0 Regular Gasoline Spill Container Internal Hanging ID Tag API Color-Coded White With Black 0 And Regular EO Gasoline Text,10.37,OPW Fueling Components,
OPW,1TAG-API-RG10,,,E10 Regular Spill Container Cover Adhesive ID Tag API Color-Coded White,10.37,OPW Fueling Components,
OPW,1TAG-API-RG10T,,,E10 Regular Spill Container Internal Hanging ID Tag API Color-Coded White With Black E1O Regular Gasoline Text,10.53,OPW Fueling Components,
OPW,1TAG-API-VR,,,Vapor Recovery Spill Container Cover Adhesive ID Tag API Color-Coded Orange,10.37,OPW Fueling Components,
OPW,1TAG-API-VRT,,,Vapor Recovery Spill Container Internal Hanging ID Tag API Color-Coded Orange With Black Vapor Recovery Text,10.37,OPW Fueling Components,
OPW,1TAG-ID-01,,,#1 Identification Marker,15.88,OPW Fueling Components,
OPW,1TAG-ID-02,,,#2 Identification Marker,15.88,OPW Fueling Components,
OPW,1TAG-ID-03,,,#3 Identification Marker,15.88,OPW Fueling Components,
OPW,1TAG-ID-04,,,#4 Identification Marker,15.88,OPW Fueling Components,
OPW,1TAG-ID-05,,,#5 Identification Marker,15.88,OPW Fueling Components,
OPW,200143,,,Safety Hub / Fusible Link,16.8,OPW Fueling Components,
OPW,201530,,,Snow Plow Ring For The Edge 1 Series Spill Container,122.85,OPW Fueling Components,
OPW,201689,,,Mounting Ring Seal For Edge Double Wall Spill Container,72.45,OPW Fueling Components,For Snow Plow Ring
OPW,201972,,,"Visigauge Adapter O-Ring, 2-325 Nitrile N1500-75",5.25,OPW Fueling Components,
OPW,202013,,,"Visigauge O-Ring, 2-124 Nitrile N1500-75",3.15,OPW Fueling Components,
OPW,202135-KIT,,,Primary Bucket Sub Assembly For Edge Dw Sb (Drain Valve Version),552.3,OPW Fueling Components,
OPW,202136-KIT,,,Primary Bucket Sub Assembly (Plug Version),552.3,OPW Fueling Components,
OPW,202137-KIT,,,Secondary Bucket Sub Assembly Edge,525,OPW Fueling Components,
OPW,202831-50-KIT,,,Replacement Secondary Bucket With 50 Foot Sensor Lead For Edge Doublewall Spill Container,791.7,OPW Fueling Components,
OPW,203269,,,Edge Series 2-Stage Normally Closed Interstitial Sensor Assembly With Potted Base Plug,315,OPW Fueling Components,
OPW,203269-50,,,Replacement 2-Stage Normally Closed Sensor And Sealed Base Plug With 50 Foot TFH For 1C-Xx32X Series Edge Spill Containers,327.6,OPW Fueling Components,
OPW,205900,,,1 Inch Female NPT x 1 Inch Male BSPP Adapter For 60V-DEF Shear Valve,77.63,OPW Fueling Components,
OPW,211062,,,"Shorter Gauge Adapter Only, White Plastic Housing (Must Order With 211064 For Pre-Mid 2016 Buckets)",38.85,OPW Fueling Components,
OPW,211064,,,"Visigauge Float Gauge, Short",31.5,OPW Fueling Components,Must order 211062 for pre-2016 spill buckets
OPW,21GU-050G,,,"21GU Series Blue DEF Automatic Nozzle For Gilbarco/Gasboy 9862KX-Z With M34 Inlet, #3 Guard, And Hand Insulator For Use With MFPD. **21GU-Sxx Hose/Nozzle Adapter Required**",244.34,OPW Fueling Components,
OPW,21GU-H17G,,,1 Inch x 17.4 Foot Blue DEF Hose Assembly With Female BSPP Swivel Ends For Gilbarco Retail And Wayne Dispensers,124.08,OPW Fueling Components,
OPW,21GU-SSB,,,1 Inch BSPP x M34 DEF Stainless Steel Reconnectable Breakaway/Swivel Adapter,132.98,OPW Fueling Components,
OPW,23-0033,,,2 Inch Open Vent Upward Aluminum,27.36,OPW Fueling Components,
OPW,233VP-6046,,,Test Plug For 233 Series Extractors,70.35,OPW Fueling Components,
OPW,241TPS-0492,,,3/4 Inch E85 Multiplane Swivel,45.15,OPW Fueling Components,
OPW,3VW-0450,,,Replacement Vapor Escape Guard For Opw 12Vw Series Nozzles,21,OPW Fueling Components,
OPW,44-0044,,,3/4 Inch Female x 3/4 Inch Female NPT 10 GPM Inline Flow Limiter,51.89,OPW Fueling Components,
OPW,45-5060,,,3/4 Inch X 3/4 Inch Hose Swivel,17.1,OPW Fueling Components,
OPW,45-5075,,,1 Inch X 1 Inch Hose Swivel,36.57,OPW Fueling Components,New Specification
OPW,523SA-1002,,,2 Inch Slip-On Adapter For Series 523 Vents,38.85,OPW Fueling Components,
OPW,523SA-1003,,,3 Inch Slip-On Adapter For Series 523 Vents,49.35,OPW Fueling Components,
OPW,5BBH-0136,,,Spout Kit With Ring For The 7Hb Series Diesel Nozzle,47.25,OPW Fueling Components,
OPW,5BBPS-2137,,,11Bp Unleaded Spout Kit With Stainless Steel Tip,25.2,OPW Fueling Components,
OPW,5BBS-2135,,,"Spout Kit, 11B, Auto-Diesel",24.15,OPW Fueling Components,
OPW,5VW-2000,,,12VW Replacement Aluminum Spout Kit With VEG,89.25,OPW Fueling Components,
OPW,60V-DEF-SS,,,1 Inch NPT Top x 1-1/2 Inch NPT Bottom Stainless Steel Double-Poppeted DEF Shear Valve,246.89,OPW Fueling Components,
OPW,60VSP-1001,,,1 Inch X 1-1/2 Inch Vapor Saver Shear Valve With Poppet (Double Poppet),102.55,OPW Fueling Components,
OPW,6102-1000,,,Spring Balance Single Hose Hose Retractor Box Only Does Not Include Clamp,131.25,OPW Fueling Components,Reel Only
OPW,6102-DW1037,,,MPD Hose Retractor Package Wayne 37 Inch Frame 1 Retractor Does Not Include Hose Clamp,359.1,OPW Fueling Components,1 per Dispenser
OPW,6102-EC01,,,Mpd Hose Retractor Package Gilbarco Encore 1 Retractor Does Not Include Hose Clamp,357.81,OPW Fueling Components,1 per Dispenser
OPW,61JSK-4410,,,Jack Screw Kit For Composite Base,52.5,OPW Fueling Components,
OPW,61JSK-44CB,,,Jack Screw Kit For Cast Iron Base,45.18,OPW Fueling Components,
OPW,61SALP-1020-EVR,,,4 Inch Bronze Swivel Fill Adapter,178.14,OPW Fueling Components,
OPW,61SALP-MA,,,4 Inch Nickel Plated E85 EVR Approved Fill Swivel Adapter,286.65,OPW Fueling Components,
OPW,61SOK-0001,,,61SO/71SO Series Overfill Prevention Valve Replacement Float Kit,82.95,OPW Fueling Components,
OPW,61SOP-4002,,,4 inch 61SOP Series Single-Point Poppeted Coaxial CARB EVR OPV Overfill Prevention Valve With Aluminum Top And Bottom Drop Tubes For Up To 8 Foot Diameter Tank With 5 Foot Max Burial Depth,694.84,OPW Fueling Components,
OPW,61SOP-4012,,,4 inch 61SOP Series Single-Point Poppeted Coaxial CARB EVR OPV Overfill Prevention Valve With Aluminum Top And Bottom Drop Tubes For Up To 10 Foot Diameter Tank With 10 Foot Max Burial Depth,1116.54,OPW Fueling Components,
OPW,61TG-4000,,,Drop Tube O-Ring,6.3,OPW Fueling Components,
OPW,61VSA-1020-EVR,,,4 Inch EVR Bronze Vapor Swivel Adapter,259.61,OPW Fueling Components,
OPW,61VSA-MA,,,4 Inch Nickel Plated E85 Evr Approved Vapor Recovery Swivel Adapter,348.6,OPW Fueling Components,
OPW,623V-2203,,,2 Inch Thread-On 2-1/2 Inch To 6 Inch Water Column Pressure Vacuum Vent,108.17,OPW Fueling Components,
OPW,623V-3203,,,3 Inch Thread-On 2-1/2 Inch To 6 Inch Water Column Pressure Vacuum Vent,157.8,OPW Fueling Components,
OPW,634LPC-0400,,,4 Inch Fill Cap Top Seal Low Profile (E85 Approved),69.3,OPW Fueling Components,
OPW,634TT-7085-EVR,,,4 Inch Grey EVR-Approved Duratuff Top-Seal Fill Cap (E85 Approved),24.11,OPW Fueling Components,
OPW,66CAS-0300,,,Vapor Assist Dual Poppet Reconnectable Breakaway,78.68,OPW Fueling Components,
OPW,66REC-1000,,,3/4 Inch Reconnectable Breakaway,46.01,OPW Fueling Components,
OPW,66V-0492,,,"3/4 Inch Female NPT Aluminum Single-Use Breakaway UL Listed For Gasoline, Diesel, And Up To E85",74.55,OPW Fueling Components,
OPW,68EZR-1010,,,1 Inch EZR Series Reconnectable Breakaway,71.38,OPW Fueling Components,
OPW,71SO-4SC,,,4 Inch 71SO-4SC Segmented Series Dual-Point CARB EVR E15/B100 OPV Overfill Prevention Valve With Aluminum Upper And Lower Drop Tubes For 8-12 Foot Diameter Tank With 8 Foot Burial Depth,502.95,OPW Fueling Components,
OPW,71SOM-4SC,,,4 Inch 71SO-4SC Segmented Series Dual-Point CARB EVR E85 OPV Overfill Prevention Valve With Anodized Upper And Stainless Lower Drop Tubes For 8-12 Foot Diameter Tank With 8 Foot Burial,1365,OPW Fueling Components,
OPW,71JSK-44MA,,,"Mixed Alcohols Jack Screw Kit, CARB/EVR Approved For E85",76.65,OPW Fueling Components,
OPW,71SO-400C,,,4 inch 71SO Series Dual-Point CARB EVR OPV Overfill Prevention Valve With Aluminum Top And Bottom Drop Tubes For Up To 8 Foot Diameter Tank With 5 Foot Max Burial Depth,458.14,OPW Fueling Components,
OPW,71SO-410C,,,4 inch 71SO Series Dual-Point CARB EVR OPV Overfill Prevention Valve With Aluminum Top And Bottom Drop Tubes For Up To 10 Foot Diameter Tank With 10 Foot Max Burial Depth,498.62,OPW Fueling Components,
OPW,71SOM-412C,,,4 inch 71SOM Series Dual-Point CARB EVR E85 OPV Overfill Prevention Valve With Anodized Upper And Stainless Lower Drop Tube For Up To 10 Foot Diameter Tank With 10 Foot Burial Depth,1710.45,OPW Fueling Components,
OPW,71SO-SEGTOOL,,,Installation Tool For 71SO Segmented Series OPV Overfill Prevention Valve,177.45,OPW Fueling Components,
OPW,723V-2203,,,2 Inch Thread-On CARB EVR Certified Pressure Vacuum Vent With 3 Inch Water Column Pressure/8 Inch Water Column Vacuum,268.6,OPW Fueling Components,
OPW,723V-3203,,,"3 Inch Carb EVR Certified Pressure Vacuum Vent, 3 Inch Water Column Pressure, 8 Inch Water Column Vacuum, Thread On",288.75,OPW Fueling Components,
OPW,7HB-0100,,,7HB Series Green Diesel/B5 Pressure-Sensing Automatic Prepay Nozzle With 1 Inch NPT Inlet Splash Guard 1-Piece Hand Insulator Aluminum Spout With Spout Ring And 3-Position Hold-Open Rack. UL 2586 Listed.,99.69,OPW Fueling Components,
OPW,8BL-0400,,,Black 11A/11B Series Nozzle Fillgard Splash Guard,4.12,OPW Fueling Components,
OPW,8G-0100,,,Green 11A/11B Series Nozzle Fillgard Splash Guard,4.13,OPW Fueling Components,
OPW,C03632M,,,Aluminum Inlet Tube For 61SOC Series Single-Point Coaxial Non-Vaportight Overfill Protection Valve,79.8,OPW Fueling Components,
OPW,C03647M,,,"Green 11B Series Newgard 1-Piece Style Full Hand Insulator Nozzle Scuff Guard, Without Splash Guard",10.5,OPW Fueling Components,
OPW,C03899M,,,Aluminum Inlet Tube For 61SO/71SO Non-Vaporight Dual-Point Overfill Protection Valve,59.85,OPW Fueling Components,
OPW,C04101B,,,Bronze Lever Arm For The 1Sc-2100 Series Sealable Cover,65.1,OPW Fueling Components,
OPW,C04141M,,,Rubber Insert For The 1Sc-2100 Series Sealable Cover,23.1,OPW Fueling Components,
OPW,C05170M,,,500 Series Spill Bucket And Mounting Ring Gasket,21.37,OPW Fueling Components,
OPW,D01529M,,,"Green 11B Series Newgard 2-Piece Style Nozzle Scuff Guard, Without Barrel Hand Insulator Or Fillgard Splash Guard",6.36,OPW Fueling Components,Does not include black plastic hand insulator.  If Needed order part#D01530M)
OPW,D01530M,,,Black Plastic Hand Insulator Barrel For 11A And 11B Series Nozzles,3.66,OPW Fueling Components,
OPW,D01532M,,,"Black 11B Series Newgard 2-Piece Style Nozzle Scuff Guard, Without Barrel Hand Insulator Or Fillgard Splash Guard",4.2,OPW Fueling Components,Does not include black plastic hand insulator.  If Needed order part#D01530M)
OPW,D01756,,,Inlet Tube And Adapter Assembly For 61SOP Overfill Prevention Valve,518.7,OPW Fueling Components,
OPW,D01874M,,,Aluminum Lower Plate For 1SC-2100 Spill Container,126,OPW Fueling Components,
OPW,D02575M,,,5 Gallon Shroud Boot For Multi Port Manhole,101.94,OPW Fueling Components,
OPW,E00308M,,,"Black 11B Series Newgard 1-Piece Style Full Hand Insulator Nozzle Scuff Guard, Without Splash Guard",10.5,OPW Fueling Components,
